uuaa,job,conf,run_id,status,CUTOFF_DATE,configUrl,run_createdAt,status_updatedAt,run_createdBy,id_ns,fecha_actualizacion
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,321a85a1-741e-40dd-81d9-3aba8ae400ad,SUCCESS,2024-06-16,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-16 23:28:40.905000+00:00,2024-06-16,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,605000f6-29b2-44c3-b4a1-450d7b0552ed,SUCCESS,2024-06-15,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-15 23:32:43.608000+00:00,2024-06-15,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,3366090e-4e96-4823-95a4-fe54ccb2acbd,FAILURE,2024-06-14,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-14 23:31:17.588000+00:00,2024-06-14,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,c0d357dd-5d3a-4277-b668-c8d16bf1e1d8,SUCCESS,2024-06-13,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-13 23:36:55.758000+00:00,2024-06-13,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,b69f76cb-8f31-4dac-95d3-02e22aea2140,SUCCESS,2024-06-12,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-12 23:31:27.324000+00:00,2024-06-12,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,b6687b13-619f-4445-bf22-bfe95d9e9281,SUCCESS,2024-06-11,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-11 23:39:05.836000+00:00,2024-06-11,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,12b7005f-8f82-4664-ac34-222f07a16f33,SUCCESS,2024-06-10,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-10 23:34:53.385000+00:00,2024-06-10,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,df799482-799d-46f4-9196-5832bc8ff07d,SUCCESS,2024-06-09,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-09 23:29:09.658000+00:00,2024-06-09,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,b0140b69-467b-4fbd-af28-921f1404ef42,SUCCESS,2024-06-08,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-08 23:29:18.903000+00:00,2024-06-08,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,133246fc-5fa5-45a8-af12-b4cbbaee3953,SUCCESS,2024-06-07,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-08 00:37:13.076000+00:00,2024-06-08,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,02db3554-3df9-424c-a2a7-1dd15879a2ef,SUCCESS,2024-06-04,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-04 23:48:08.440000+00:00,2024-06-04,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,766fd8d7-ab30-423b-a361-17b15c00be09,SUCCESS,2024-06-03,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-03 23:31:16.166000+00:00,2024-06-03,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,5bc97bf6-d87a-4f13-91b0-bb3b58314c46,SUCCESS,2024-06-02,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-02 23:26:40.580000+00:00,2024-06-02,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,6dea6dfb-9a0e-4866-9fa1-0b9f5da8dd20,SUCCESS,2024-06-01,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-06-01 23:27:59.289000+00:00,2024-06-01,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,79ed0e7e-7f79-4ebc-b4ac-5dddf9ac9cce,SUCCESS,2024-05-31,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-05-31 23:32:48.139000+00:00,2024-05-31,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,4dd32570-c91b-40cd-ab3b-b7a373473c2f,SUCCESS,2024-05-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-05-30 23:33:54.762000+00:00,2024-05-30,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-06-17
