uuaa,job,conf,run_id,status,CUTOFF_DATE,configUrl,run_createdAt,status_updatedAt,run_createdBy,id_ns,fecha_actualizacion
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,24bde12a-c3ae-4401-b763-6eb744e2df9d,SUCCESS,2024-08-18,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-08-18 23:29:08.249000+00:00,2024-08-18,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-08-19
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,1df93887-7cf6-433e-98ac-dcf9a30df3c9,SUCCESS,2024-08-17,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-08-17 23:29:55.450000+00:00,2024-08-17,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-08-19
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,135b0bcd-eae0-4226-80bb-57edb53816c0,SUCCESS,2024-08-16,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-08-16 23:34:09.400000+00:00,2024-08-16,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-08-19
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,f2147439-bdcf-47dd-93b4-931bbd6f66b4,SUCCESS,2024-08-15,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-08-15 23:30:24.800000+00:00,2024-08-15,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-08-19
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,7f116751-8564-4888-9d59-7c682c76001b,SUCCESS,2024-08-14,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-08-14 23:37:21.497000+00:00,2024-08-14,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-08-19
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,2490873b-360d-4a90-802d-6c61b450b8bf,SUCCESS,2024-08-13,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-08-13 23:34:40.145000+00:00,2024-08-13,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-08-19
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,adec0220-4158-4b81-8cbf-41c37aa97e21,SUCCESS,2024-08-12,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-08-12 23:34:03.312000+00:00,2024-08-12,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-08-19
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,b6ed94fc-08fa-4448-916a-6f2a1b49cca0,SUCCESS,2024-08-11,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-08-11 23:31:06.907000+00:00,2024-08-11,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-08-19
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,730a1355-b819-438a-ae8a-bd80d2aa4fc2,SUCCESS,2024-08-10,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-08-10 23:30:47.934000+00:00,2024-08-10,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-08-19
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,e1fdcb43-dcd9-4189-8a2f-c840a9edc137,SUCCESS,2024-08-09,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-08-09 23:35:20.886000+00:00,2024-08-09,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-08-19
