uuaa,job,conf,run_id,status,CUTOFF_DATE,configUrl,run_createdAt,status_updatedAt,run_createdBy,id_ns,fecha_actualizacion
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,98b3404d-df05-42a6-9565-461154dcca3e,SUCCESS,2024-10-09,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-10-09 23:53:03.290000+00:00,2024-10-09,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-10-10
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,ad70adfa-f82d-4691-99e3-ffb3458f9516,SUCCESS,2024-10-08,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-10-08 23:38:02.363000+00:00,2024-10-08,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-10-10
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,19b4d7d5-e7e3-4ebe-bbaa-13eb3b19370e,SUCCESS,2024-10-07,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-10-07 23:33:56.350000+00:00,2024-10-07,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-10-10
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,94576875-4ea2-407f-b2a3-c3672ea03581,SUCCESS,2024-10-06,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-10-06 23:35:03.796000+00:00,2024-10-06,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-10-10
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,36ac0197-e552-4a5f-8d7d-e8ed0c4c1ded,SUCCESS,2024-10-05,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-10-05 23:48:58.357000+00:00,2024-10-05,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-10-10
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,eb5108ac-9b31-4be0-b839-84a98ed09931,SUCCESS,2024-10-04,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-10-04 23:33:57.286000+00:00,2024-10-04,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-10-10
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,086a4c20-ffe4-4912-96fe-a60e4908b693,SUCCESS,2024-10-03,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-10-03 23:41:58.951000+00:00,2024-10-03,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-10-10
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,752d9c7d-6b3a-495e-a754-9e9fd9e53d26,SUCCESS,2024-10-02,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-10-03 00:48:23.477000+00:00,2024-10-03,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-10-10
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,2ee7900c-04ed-4f0b-894e-9b693068f918,SUCCESS,2024-10-01,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-10-01 23:37:38.621000+00:00,2024-10-01,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-10-10
scat,scat-gl-qlt-inmmvpsustmaster-01,SCAT_sustainability-master_MRField.conf,38675a41-c466-4745-a263-ea6869b866b1,SUCCESS,2024-09-30,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,2024-09-30 23:39:33.982000+00:00,2024-09-30,SENTRY-BOT@DATAPROC.ECS,gl.scat.app-id-1302468.pro,2024-10-10
